Product_Name,Category,Main_Category,Original_Price,Discount_Percent,Discounted_Price,In_Stock,Total_Quantity
Classic Headphones Edition,Headphones,Electronics,978,15,831,True,150
Shirts 5684,Shirts,Clothing,2002,40,1201,True,5
Trendy Fragrances Lite,Fragrances,Beauty & Personal Care,1937,0,1937,True,20
Premium Wardrobes 2024,Wardrobes,Furniture,15772,30,11040,False,0
Style Activewear Collection,Activewear,Clothing,3358,20,2686,False,0
Royal Home Decor Plus,Home Decor,Home & Kitchen,24951,5,23703,True,30
Vogue Home Decor 2024,Home Decor,Home & Kitchen,2053,15,1745,False,0
Neo Speakers Collection,Speakers,Electronics,7082,5,6728,True,20
Classic Tablets Z,Tablets,Electronics,1663,20,1330,True,7
Televisions 2477,Televisions,Electronics,80120,15,68102,True,8
Luxury Sarees S,Sarees,Clothing,1052,0,1052,True,4
Kitchen Appliances 3024,Kitchen Appliances,Home & Kitchen,7371,0,7371,False,0
Luxury Shoes Collection,Shoes,Clothing,11232,20,8986,True,12
Ultra Smartwatches Edition,Smartwatches,Electronics,8438,50,4219,True,30
Kitchen Appliances 9383,Kitchen Appliances,Home & Kitchen,3873,10,3486,True,6
Elite Jeans Edition,Jeans,Clothing,4162,30,2913,True,7
Premium Kitchen Appliances S,Kitchen Appliances,Home & Kitchen,5216,25,3912,True,8
Kitchen Appliances 3459,Kitchen Appliances,Home & Kitchen,4070,50,2035,True,1
Elite T-Shirts S,T-Shirts,Clothing,17251,40,10351,True,8
Sports Equipment 1840,Sports Equipment,"Sports, Toys & Others",87227,20,69782,True,60
Max Dresses Collection,Dresses,Clothing,2387,25,1790,True,150
Elite Shoes Plus,Shoes,Clothing,830,50,415,True,12
Shoes 4323,Shoes,Clothing,4393,10,3954,True,10
Super Skincare Elite,Skincare,Beauty & Personal Care,140957,10,126861,True,2
Classic Shoes Special,Shoes,Clothing,1733,0,1733,True,100
Premium Tablets Special,Tablets,Electronics,41500,40,24900,True,1
Vogue Laptops Special,Laptops,Electronics,43634,35,28362,True,300
Classic T-Shirts Max,T-Shirts,Clothing,2399,0,2399,False,0
Premium Sofas Ultra,Sofas,Furniture,10324,20,8259,True,8
Gaming Consoles 5556,Gaming Consoles,Electronics,40925,15,34786,True,200
Royal Laptops Z,Laptops,Electronics,3010,0,3010,False,0
Elite Shirts Pro,Shirts,Clothing,3782,70,1135,True,15
Premium Sofas 2024,Sofas,Furniture,2313,0,2313,True,15
T-Shirts 5889,T-Shirts,Clothing,1317,0,1317,True,6
Ultra Laptops Pro,Laptops,Electronics,2119,20,1695,False,0
Elite Home Decor S,Home Decor,Home & Kitchen,1004,30,703,False,0
Vogue Laptops S,Laptops,Electronics,5151,0,5151,True,40
Skincare 6901,Skincare,Beauty & Personal Care,1811,25,1358,True,0
Skincare 2525,Skincare,Beauty & Personal Care,6678,20,5342,True,300
Sarees 6289,Sarees,Clothing,652,0,652,False,0
Trendy Shirts Max,Shirts,Clothing,7576,0,7576,False,0
Jeans 2063,Jeans,Clothing,14562,20,11650,True,6
Elite Dresses Plus,Dresses,Clothing,369,5,351,True,2
Max Cookware 3000,Cookware,Home & Kitchen,8013,50,4006,True,4
Royal Fragrances Z,Fragrances,Beauty & Personal Care,24308,35,15800,True,500
Vogue T-Shirts Pro,T-Shirts,Clothing,1023,70,307,True,7
Luxury Home Decor Max,Home Decor,Home & Kitchen,43344,5,41177,True,4
Luxury Shoes Lite,Shoes,Clothing,8496,60,3398,True,4
Value Beds 3000,Beds,Furniture,1971,15,1675,True,30
Vogue Jeans 5000,Jeans,Clothing,4583,10,4125,False,0
Tablets 9132,Tablets,Electronics,10182,0,10182,True,6
Style Laptops Special,Laptops,Electronics,5439,0,5439,True,1
Elite Headphones Ultra,Headphones,Electronics,9927,30,6949,True,6
Fragrances 4171,Fragrances,Beauty & Personal Care,1489,15,1266,False,0
Premium Wardrobes Collection,Wardrobes,Furniture,6141,5,5834,True,4
Ultra Activewear Z,Activewear,Clothing,784,25,588,True,9
Shirts 7793,Shirts,Clothing,4264,5,4051,True,6
Neo Smartwatches 5000,Smartwatches,Electronics,1522,20,1218,True,12
Style Speakers Z,Speakers,Electronics,1894,10,1705,True,6
Pro T-Shirts Lite,T-Shirts,Clothing,24576,40,14746,True,300
Ultra T-Shirts Lite,T-Shirts,Clothing,20359,40,12215,False,0
Royal Shirts 3000,Shirts,Clothing,10878,15,9246,True,15
Tablets 2865,Tablets,Electronics,1191,10,1072,True,8
Neo Office Chairs Edition,Office Chairs,Furniture,3266,10,2939,True,8
Gaming Consoles 1477,Gaming Consoles,Electronics,23852,35,15504,True,9
T-Shirts 4178,T-Shirts,Clothing,5924,10,5332,True,40
Neo Wardrobes Special,Wardrobes,Furniture,100480,0,100480,True,10
Sarees 1582,Sarees,Clothing,8216,0,8216,True,80
Classic Cookware 2024,Cookware,Home & Kitchen,6325,15,5376,True,300
Value Shoes 3000,Shoes,Clothing,3297,15,2802,True,8
Value Laptops Series,Laptops,Electronics,5862,40,3517,True,15
Headphones 1917,Headphones,Electronics,4042,5,3840,True,3
Sneakers 5904,Sneakers,Clothing,12371,10,11134,False,0
Style Gaming Consoles 3000,Gaming Consoles,Electronics,17091,35,11109,True,9
Premium Activewear Z,Activewear,Clothing,1774,40,1064,True,5
Neo Shoes 5000,Shoes,Clothing,873,10,786,True,100
Elite Fragrances Elite,Fragrances,Beauty & Personal Care,453,15,385,True,5
Makeup 6556,Makeup,Beauty & Personal Care,9537,5,9060,True,10
Beds 9753,Beds,Furniture,1174,50,587,False,0
Kurtas 7382,Kurtas,Clothing,300,0,300,True,30
Ultra Tablets Lite,Tablets,Electronics,8166,50,4083,True,8
Wardrobes 6152,Wardrobes,Furniture,125930,25,94448,True,100
Fitness Gear 5448,Fitness Gear,"Sports, Toys & Others",4889,20,3911,True,15
Classic Sneakers Ultra,Sneakers,Clothing,14656,0,14656,True,9
Value Office Chairs Lite,Office Chairs,Furniture,5481,15,4659,True,3
Max Kurtas S,Kurtas,Clothing,4333,10,3900,True,10
Super Sports Equipment Pro,Sports Equipment,"Sports, Toys & Others",16275,0,16275,False,0
Sofas 2517,Sofas,Furniture,3379,25,2534,True,20
Premium Office Chairs Special,Office Chairs,Furniture,6976,60,2790,True,80
Cookware 3524,Cookware,Home & Kitchen,7486,20,5989,True,12
Classic Home Decor Lite,Home Decor,Home & Kitchen,2067,30,1447,True,4
Shoes 3347,Shoes,Clothing,17894,0,17894,True,1
Home Decor 2609,Home Decor,Home & Kitchen,3925,10,3532,True,7
Activewear 9456,Activewear,Clothing,1845,0,1845,False,0
Elite Sneakers Z,Sneakers,Clothing,9898,25,7424,True,50
Shirts 8526,Shirts,Clothing,1532,50,766,True,7
Value Shoes Plus,Shoes,Clothing,5111,25,3833,True,12
Premium T-Shirts Max,T-Shirts,Clothing,4869,0,4869,True,9
Premium Dining Sets Plus,Dining Sets,Furniture,20216,10,18194,True,9
Style Dining Sets Lite,Dining Sets,Furniture,9133,20,7306,True,6
Super Smartwatches Lite,Smartwatches,Electronics,4770,10,4293,True,4
Pro Televisions 3000,Televisions,Electronics,14267,40,8560,True,5
Max Fitness Gear Elite,Fitness Gear,"Sports, Toys & Others",30027,35,19518,True,2
Super Jeans Collection,Jeans,Clothing,10176,25,7632,True,5
Max Televisions 2024,Televisions,Electronics,4994,10,4495,True,0
Ultra Tablets X,Tablets,Electronics,895,5,850,True,20
Laptops 9422,Laptops,Electronics,1234,0,1234,True,7
Royal Skincare 5000,Skincare,Beauty & Personal Care,3314,10,2983,True,500
Max Headphones 2024,Headphones,Electronics,2231,10,2008,True,5
Kitchen Appliances 5641,Kitchen Appliances,Home & Kitchen,3864,25,2898,True,8
Elite Home Decor Max,Home Decor,Home & Kitchen,5304,25,3978,True,8
Neo Makeup Collection,Makeup,Beauty & Personal Care,9810,0,9810,True,0
Premium Smartphones Special,Smartphones,Electronics,4496,10,4046,True,80
Wardrobes 1826,Wardrobes,Furniture,9275,0,9275,True,2
Premium Kitchen Appliances Max,Kitchen Appliances,Home & Kitchen,5358,0,5358,True,300
Elite Tablets Collection,Tablets,Electronics,378,40,227,True,150
Max Office Chairs 3000,Office Chairs,Furniture,1453,0,1453,True,12
Smartwatches 9740,Smartwatches,Electronics,4086,10,3677,True,15
Super Home Decor Collection,Home Decor,Home & Kitchen,1022,0,1022,True,25
Ultra Kitchen Appliances Collection,Kitchen Appliances,Home & Kitchen,10748,50,5374,True,8
Max Home Decor Collection,Home Decor,Home & Kitchen,36046,20,28837,True,25
Pro Smartwatches 2024,Smartwatches,Electronics,24028,5,22827,True,2
T-Shirts 5227,T-Shirts,Clothing,3734,15,3174,True,2
T-Shirts 7423,T-Shirts,Clothing,34219,30,23953,True,10
Style Sneakers 3000,Sneakers,Clothing,5978,60,2391,True,15
Speakers 6320,Speakers,Electronics,3179,5,3020,False,0
Premium T-Shirts Max,T-Shirts,Clothing,2220,50,1110,True,4
Neo Gaming Consoles Special,Gaming Consoles,Electronics,3325,50,1662,True,60
Elite Activewear Lite,Activewear,Clothing,2975,50,1488,True,6
T-Shirts 3087,T-Shirts,Clothing,6150,25,4612,False,0
Trendy Shirts Plus,Shirts,Clothing,6071,25,4553,True,7
Style Sofas Max,Sofas,Furniture,4947,10,4452,True,9
Home Decor 9728,Home Decor,Home & Kitchen,8696,30,6087,True,5
Vogue Jeans Series,Jeans,Clothing,23166,20,18533,True,12
Pro Home Decor S,Home Decor,Home & Kitchen,16933,25,12700,True,60
Dining Sets 7288,Dining Sets,Furniture,715,15,608,True,10
Pro Fitness Gear Series,Fitness Gear,"Sports, Toys & Others",178,30,125,True,12
Toys 8132,Toys,"Sports, Toys & Others",16601,40,9961,True,80
Neo Jeans Ultra,Jeans,Clothing,834,0,834,False,0
Style Gaming Consoles Max,Gaming Consoles,Electronics,3679,40,2207,True,12
Office Chairs 8972,Office Chairs,Furniture,1076,20,861,False,0
Vogue Shirts Collection,Shirts,Clothing,473,40,284,True,100
Ultra Fitness Gear Collection,Fitness Gear,"Sports, Toys & Others",9962,15,8468,True,15
Trendy Home Decor Max,Home Decor,Home & Kitchen,13220,10,11898,True,6
Style Cookware Edition,Cookware,Home & Kitchen,2329,50,1164,True,6
Style Tablets Pro,Tablets,Electronics,170,5,162,True,60
Value Speakers 2024,Speakers,Electronics,2422,40,1453,True,2
Shoes 1003,Shoes,Clothing,8200,15,6970,True,500
Makeup 3444,Makeup,Beauty & Personal Care,721,15,613,True,4
Max Dresses Edition,Dresses,Clothing,6254,5,5941,True,50
Classic Headphones Z,Headphones,Electronics,4830,20,3864,True,9
Neo Skincare Lite,Skincare,Beauty & Personal Care,10464,10,9418,True,12
Style Skincare Lite,Skincare,Beauty & Personal Care,5756,0,5756,True,100
Gaming Consoles 8122,Gaming Consoles,Electronics,1391,5,1321,False,0
Kitchen Appliances 6640,Kitchen Appliances,Home & Kitchen,23345,0,23345,True,12
Gaming Consoles 1133,Gaming Consoles,Electronics,4010,60,1604,True,2
Royal Fragrances Edition,Fragrances,Beauty & Personal Care,4756,60,1902,True,0
Tablets 5819,Tablets,Electronics,1465,10,1318,True,6
Royal T-Shirts Pro,T-Shirts,Clothing,2769,30,1938,False,0
Royal Fitness Gear 5000,Fitness Gear,"Sports, Toys & Others",1560,10,1404,True,4
Max Televisions X,Televisions,Electronics,3935,25,2951,True,4
Luxury T-Shirts Edition,T-Shirts,Clothing,45607,35,29645,True,9
Luxury Wardrobes Edition,Wardrobes,Furniture,828,60,331,True,25
Trendy Smartphones Z,Smartphones,Electronics,605,10,544,False,0
Classic Laptops 2024,Laptops,Electronics,33360,35,21684,True,5
Trendy Shirts 5000,Shirts,Clothing,3754,5,3566,True,3
Speakers 3527,Speakers,Electronics,2065,70,620,True,300
Value Toys 2024,Toys,"Sports, Toys & Others",19043,0,19043,True,6
Ultra Office Chairs X,Office Chairs,Furniture,2242,20,1794,True,80
Classic Smartphones Series,Smartphones,Electronics,52913,25,39685,True,100
Sports Equipment 3224,Sports Equipment,"Sports, Toys & Others",11895,25,8921,True,50
Style Skincare Series,Skincare,Beauty & Personal Care,2613,0,2613,False,0
Shoes 7974,Shoes,Clothing,81396,50,40698,True,60
Classic Cookware Series,Cookware,Home & Kitchen,2242,0,2242,True,50
Classic Tablets Edition,Tablets,Electronics,12930,25,9698,True,20
Elite Sofas Series,Sofas,Furniture,7271,5,6907,False,0
Vogue Home Decor Special,Home Decor,Home & Kitchen,26765,5,25427,True,6
Sneakers 4878,Sneakers,Clothing,37517,20,30014,True,4
Tablets 5411,Tablets,Electronics,5137,10,4623,True,12
Royal Sneakers 5000,Sneakers,Clothing,1850,0,1850,True,15
Premium T-Shirts Special,T-Shirts,Clothing,8960,0,8960,True,8
Smartphones 2854,Smartphones,Electronics,2042,10,1838,True,10
Luxury Laptops Max,Laptops,Electronics,67507,30,47255,True,8
Luxury Speakers Elite,Speakers,Electronics,5885,50,2942,True,25
Ultra Home Decor Max,Home Decor,Home & Kitchen,3065,0,3065,True,150
Style Dresses Max,Dresses,Clothing,6265,10,5638,False,0
Royal Activewear Lite,Activewear,Clothing,855,0,855,False,0
Neo Shirts X,Shirts,Clothing,1393,0,1393,True,4
Royal Headphones Special,Headphones,Electronics,23462,25,17596,True,20
Neo Sofas Series,Sofas,Furniture,2098,20,1678,True,40
Super Sofas Lite,Sofas,Furniture,1263,0,1263,True,300
Premium Smartphones Lite,Smartphones,Electronics,9899,5,9404,True,7
T-Shirts 5267,T-Shirts,Clothing,23017,0,23017,True,500
Classic Cookware S,Cookware,Home & Kitchen,12547,40,7528,True,3
Style Jeans Lite,Jeans,Clothing,17988,60,7195,True,20
Headphones 1447,Headphones,Electronics,1842,0,1842,True,2
Ultra Fragrances 2024,Fragrances,Beauty & Personal Care,776,5,737,True,150
Value Sarees Elite,Sarees,Clothing,34694,40,20816,True,12
Vogue Smartphones Elite,Smartphones,Electronics,3239,50,1620,True,25
Max Shirts X,Shirts,Clothing,3556,10,3200,True,80
Speakers 3860,Speakers,Electronics,27701,0,27701,True,5
Tablets 3476,Tablets,Electronics,10155,0,10155,True,2
Neo T-Shirts S,T-Shirts,Clothing,8913,20,7130,True,100
Luxury Sarees Ultra,Sarees,Clothing,82215,10,73994,False,0
Super Speakers Pro,Speakers,Electronics,2135,0,2135,True,4
Ultra T-Shirts 2024,T-Shirts,Clothing,16461,20,13169,True,10
Value Shoes 2024,Shoes,Clothing,5307,0,5307,True,20
Laptops 7765,Laptops,Electronics,6987,35,4542,False,0
Toys 4898,Toys,"Sports, Toys & Others",35940,5,34143,False,0
Luxury Laptops S,Laptops,Electronics,9535,0,9535,True,2
Luxury Shirts 5000,Shirts,Clothing,9921,20,7937,False,0
Max Shirts Plus,Shirts,Clothing,19868,10,17881,True,150
Classic Toys Edition,Toys,"Sports, Toys & Others",3066,60,1226,True,500
Classic Dresses Ultra,Dresses,Clothing,1655,20,1324,True,20
Luxury Office Chairs Edition,Office Chairs,Furniture,1267,5,1204,True,5
Elite Jeans Series,Jeans,Clothing,382,30,267,True,150
Super Shoes Collection,Shoes,Clothing,71372,5,67803,True,12
Neo Toys Pro,Toys,"Sports, Toys & Others",1174,50,587,False,0
Royal Speakers 5000,Speakers,Electronics,3696,10,3326,True,200
Smartphones 8074,Smartphones,Electronics,3438,20,2750,True,40
Style Cookware Elite,Cookware,Home & Kitchen,7348,0,7348,True,40
Max Wardrobes Plus,Wardrobes,Furniture,14229,15,12095,True,30
Vogue Activewear Edition,Activewear,Clothing,15081,40,9049,True,5
Style Shoes Ultra,Shoes,Clothing,2309,35,1501,True,6
Kitchen Appliances 4193,Kitchen Appliances,Home & Kitchen,3965,5,3767,False,0
Style Activewear S,Activewear,Clothing,7115,5,6759,True,6
Premium Beds X,Beds,Furniture,3566,35,2318,True,9
Smartphones 1195,Smartphones,Electronics,39820,50,19910,True,50
Royal Dresses Plus,Dresses,Clothing,9329,0,9329,True,50
Neo Home Decor Ultra,Home Decor,Home & Kitchen,12809,15,10888,False,0
Smartwatches 5127,Smartwatches,Electronics,11665,10,10498,True,50
Premium Kitchen Appliances Max,Kitchen Appliances,Home & Kitchen,22654,50,11327,True,80
Vogue Jeans Z,Jeans,Clothing,6235,0,6235,True,25
Sneakers 2995,Sneakers,Clothing,913,0,913,True,6
Shoes 2965,Shoes,Clothing,8285,30,5800,True,7
Vogue Home Decor 2024,Home Decor,Home & Kitchen,2113,0,2113,True,7
Super Laptops S,Laptops,Electronics,2478,15,2106,True,4
Kitchen Appliances 4018,Kitchen Appliances,Home & Kitchen,10560,15,8976,True,7
Classic Jeans Max,Jeans,Clothing,24646,10,22181,True,5
Max Sofas Series,Sofas,Furniture,5066,10,4559,True,10
Style Smartphones 3000,Smartphones,Electronics,7362,20,5890,True,150
Super Televisions Max,Televisions,Electronics,45047,0,45047,True,4
Premium Smartphones Edition,Smartphones,Electronics,6738,20,5390,True,40
Premium Sports Equipment Elite,Sports Equipment,"Sports, Toys & Others",145041,35,94277,True,30
Shirts 5336,Shirts,Clothing,10278,35,6681,False,0
Ultra Toys Special,Toys,"Sports, Toys & Others",499,0,499,True,200
Dresses 4287,Dresses,Clothing,13120,0,13120,True,15
Elite Speakers Special,Speakers,Electronics,8088,5,7684,False,0
Royal Kitchen Appliances Series,Kitchen Appliances,Home & Kitchen,26351,10,23716,True,40
Style Smartwatches Plus,Smartwatches,Electronics,11822,10,10640,True,6
Dining Sets 5243,Dining Sets,Furniture,4116,25,3087,True,30
Ultra Kitchen Appliances Max,Kitchen Appliances,Home & Kitchen,1003,0,1003,True,2
Max Skincare Collection,Skincare,Beauty & Personal Care,3755,0,3755,True,80
Classic Beds 2024,Beds,Furniture,1631,10,1468,True,10
Premium Headphones Pro,Headphones,Electronics,2317,30,1622,False,0
Max Dining Sets 2024,Dining Sets,Furniture,10591,0,10591,True,6
Makeup 7411,Makeup,Beauty & Personal Care,43194,25,32396,True,25
Royal Activewear Special,Activewear,Clothing,8231,5,7819,True,50
Trendy Fragrances Max,Fragrances,Beauty & Personal Care,1041,50,520,True,10
Premium Office Chairs Edition,Office Chairs,Furniture,8783,50,4392,True,20
Toys 8898,Toys,"Sports, Toys & Others",23347,5,22180,True,10
Royal Jeans 5000,Jeans,Clothing,2230,5,2118,True,150
Max Shirts Edition,Shirts,Clothing,4140,10,3726,True,12
Style Sports Equipment Max,Sports Equipment,"Sports, Toys & Others",5022,5,4771,True,80
Value Shirts 3000,Shirts,Clothing,1776,25,1332,True,60
Classic Cookware Lite,Cookware,Home & Kitchen,11445,40,6867,True,9
Elite Activewear Pro,Activewear,Clothing,4211,25,3158,True,6
Laptops 4129,Laptops,Electronics,8501,40,5101,True,9
Trendy Sarees Plus,Sarees,Clothing,1554,10,1399,False,0
Neo Home Decor Special,Home Decor,Home & Kitchen,2790,0,2790,True,6
Style Dresses Collection,Dresses,Clothing,12603,30,8822,True,12
Beds 3292,Beds,Furniture,3035,10,2732,True,60
Premium Laptops Ultra,Laptops,Electronics,46520,25,34890,True,8
Ultra Shoes Lite,Shoes,Clothing,2931,5,2784,True,25
Value Sofas Collection,Sofas,Furniture,6599,0,6599,True,6
Sarees 1268,Sarees,Clothing,16563,70,4969,True,4
Premium T-Shirts 3000,T-Shirts,Clothing,780,0,780,True,50
Sneakers 1701,Sneakers,Clothing,499,70,150,True,3
Pro Wardrobes Collection,Wardrobes,Furniture,678,60,271,True,7
Smartphones 9791,Smartphones,Electronics,25437,35,16534,False,0
Vogue Makeup Ultra,Makeup,Beauty & Personal Care,2405,25,1804,True,8
Wardrobes 1604,Wardrobes,Furniture,137070,20,109656,True,500
Toys 9010,Toys,"Sports, Toys & Others",2366,40,1420,True,500
Classic Gaming Consoles Pro,Gaming Consoles,Electronics,6264,5,5951,True,6
Style Toys 2024,Toys,"Sports, Toys & Others",36583,15,31096,True,2
Style Fitness Gear Pro,Fitness Gear,"Sports, Toys & Others",66870,25,50152,True,30
Laptops 2594,Laptops,Electronics,71865,10,64678,True,10
Elite Shoes Max,Shoes,Clothing,23705,15,20149,True,4
Dining Sets 2742,Dining Sets,Furniture,18655,10,16790,True,30
Vogue Cookware Ultra,Cookware,Home & Kitchen,10645,20,8516,True,2
Pro Sneakers Series,Sneakers,Clothing,13554,40,8132,True,100
Value Fitness Gear Edition,Fitness Gear,"Sports, Toys & Others",2407,0,2407,False,0
Style Tablets 2024,Tablets,Electronics,1701,50,850,True,4
Super Sarees Z,Sarees,Clothing,4906,25,3680,False,0
Kitchen Appliances 3841,Kitchen Appliances,Home & Kitchen,3950,40,2370,True,500
Ultra Smartphones Elite,Smartphones,Electronics,2734,20,2187,True,30
Trendy Laptops S,Laptops,Electronics,12184,35,7920,True,60
Royal Kitchen Appliances S,Kitchen Appliances,Home & Kitchen,17060,0,17060,True,9
Vogue Dining Sets Pro,Dining Sets,Furniture,5528,35,3593,True,8
Super Office Chairs Edition,Office Chairs,Furniture,33637,0,33637,True,6
Kurtas 1256,Kurtas,Clothing,1117,50,558,True,10
Sarees 2322,Sarees,Clothing,3831,70,1149,True,15
Elite Sneakers Max,Sneakers,Clothing,1941,5,1844,True,20
Fitness Gear 5648,Fitness Gear,"Sports, Toys & Others",435,0,435,True,6
Super Dining Sets Special,Dining Sets,Furniture,4425,35,2876,True,300
Pro Kitchen Appliances 2024,Kitchen Appliances,Home & Kitchen,4206,5,3996,True,5
Royal Kurtas Collection,Kurtas,Clothing,35245,40,21147,True,500
Elite Shirts Pro,Shirts,Clothing,11188,0,11188,True,1
Luxury T-Shirts Special,T-Shirts,Clothing,1301,0,1301,True,10
Ultra Shoes Lite,Shoes,Clothing,54880,60,21952,True,8
Premium Speakers Ultra,Speakers,Electronics,24099,25,18074,True,10
Royal Headphones Plus,Headphones,Electronics,10502,40,6301,True,15
Value Activewear Ultra,Activewear,Clothing,3671,10,3304,False,0
Style Shirts Z,Shirts,Clothing,1416,25,1062,True,9
Pro Office Chairs Plus,Office Chairs,Furniture,3037,20,2430,True,40
Dresses 8772,Dresses,Clothing,20292,20,16234,True,30
Elite Gaming Consoles Pro,Gaming Consoles,Electronics,57099,25,42824,True,80
Neo Speakers Lite,Speakers,Electronics,36637,20,29310,True,6
Max T-Shirts 3000,T-Shirts,Clothing,2610,15,2218,True,20
Super Toys Collection,Toys,"Sports, Toys & Others",1150,5,1092,True,15
Luxury Gaming Consoles Pro,Gaming Consoles,Electronics,5918,35,3847,True,8
Fragrances 3881,Fragrances,Beauty & Personal Care,495,5,470,True,10
Premium Jeans Special,Jeans,Clothing,7500,30,5250,True,7
Ultra Headphones Ultra,Headphones,Electronics,4067,5,3864,False,0
Skincare 6340,Skincare,Beauty & Personal Care,2688,25,2016,True,6
Luxury T-Shirts 3000,T-Shirts,Clothing,620,30,434,True,4
Ultra Fragrances 3000,Fragrances,Beauty & Personal Care,9607,0,9607,True,30
Pro T-Shirts Series,T-Shirts,Clothing,2465,0,2465,True,25
Headphones 7152,Headphones,Electronics,1077,0,1077,True,500
Sneakers 2204,Sneakers,Clothing,118,20,94,True,40
Classic Skincare Pro,Skincare,Beauty & Personal Care,4754,40,2852,True,2
Beds 3374,Beds,Furniture,49341,0,49341,True,100
Vogue Wardrobes Collection,Wardrobes,Furniture,42711,30,29898,True,100
Neo Laptops 2024,Laptops,Electronics,2720,10,2448,True,10
Pro Dresses 5000,Dresses,Clothing,2252,15,1914,True,15
Makeup 4313,Makeup,Beauty & Personal Care,9063,50,4532,True,500
Premium Skincare Pro,Skincare,Beauty & Personal Care,1346,10,1211,True,12
Ultra Sneakers Collection,Sneakers,Clothing,7295,15,6201,True,150
Elite Sports Equipment 3000,Sports Equipment,"Sports, Toys & Others",13340,0,13340,True,3
Max Shoes S,Shoes,Clothing,24285,0,24285,True,5
Cookware 3784,Cookware,Home & Kitchen,4326,5,4110,True,10
Royal Shirts Ultra,Shirts,Clothing,3781,0,3781,False,0
Value Headphones Special,Headphones,Electronics,1574,25,1180,True,60
Televisions 4546,Televisions,Electronics,1682,15,1430,True,500
Value Tablets Collection,Tablets,Electronics,3671,20,2937,True,8
Luxury Cookware Series,Cookware,Home & Kitchen,7944,0,7944,False,0
Smartphones 5041,Smartphones,Electronics,16159,5,15351,True,60
Trendy Dresses Ultra,Dresses,Clothing,1734,25,1300,True,20
Dining Sets 3440,Dining Sets,Furniture,34306,60,13722,True,5
Cookware 1083,Cookware,Home & Kitchen,3464,0,3464,True,12
Premium Dresses Pro,Dresses,Clothing,4793,50,2396,True,40
Sarees 9261,Sarees,Clothing,1865,20,1492,False,0
Royal Laptops Edition,Laptops,Electronics,211,20,169,False,0
Super Sofas Plus,Sofas,Furniture,15550,15,13218,True,7
Pro Toys Max,Toys,"Sports, Toys & Others",12842,0,12842,False,0
Premium Activewear Series,Activewear,Clothing,3418,0,3418,True,25
Shirts 3174,Shirts,Clothing,5376,20,4301,True,9
Pro Kitchen Appliances Max,Kitchen Appliances,Home & Kitchen,9636,10,8672,True,7
Style Home Decor Lite,Home Decor,Home & Kitchen,646,50,323,True,40
Classic Laptops X,Laptops,Electronics,2477,10,2229,False,0
Toys 8598,Toys,"Sports, Toys & Others",13837,0,13837,True,5
Shoes 7641,Shoes,Clothing,965,30,676,True,12
Value T-Shirts 5000,T-Shirts,Clothing,7217,5,6856,True,7
Luxury Sneakers X,Sneakers,Clothing,845,20,676,True,20
Wardrobes 2158,Wardrobes,Furniture,9036,30,6325,True,4
Luxury Makeup 3000,Makeup,Beauty & Personal Care,4704,50,2352,False,0
Max Kitchen Appliances Series,Kitchen Appliances,Home & Kitchen,604,35,393,True,7
Shoes 9887,Shoes,Clothing,22398,25,16798,True,0
Pro Smartwatches Max,Smartwatches,Electronics,1896,25,1422,True,4
Neo Fitness Gear Pro,Fitness Gear,"Sports, Toys & Others",1719,60,688,True,300
Style T-Shirts 5000,T-Shirts,Clothing,6395,5,6075,True,100
Fragrances 2818,Fragrances,Beauty & Personal Care,21934,0,21934,True,6
Classic Laptops Pro,Laptops,Electronics,1316,5,1250,True,50
Elite Headphones Max,Headphones,Electronics,5339,0,5339,True,20
Super Tablets Z,Tablets,Electronics,8605,25,6454,True,500
Neo Smartwatches Ultra,Smartwatches,Electronics,12132,25,9099,True,8
Style Beds Special,Beds,Furniture,6198,20,4958,True,30
Sneakers 4437,Sneakers,Clothing,3058,0,3058,True,3
Wardrobes 4693,Wardrobes,Furniture,1680,30,1176,True,9
Max Sports Equipment Series,Sports Equipment,"Sports, Toys & Others",5511,10,4960,False,0
Ultra Fragrances 5000,Fragrances,Beauty & Personal Care,1223,25,917,True,12
Classic Skincare Plus,Skincare,Beauty & Personal Care,110,20,88,True,7
Royal Speakers Lite,Speakers,Electronics,8692,10,7823,True,4
Neo Shoes Max,Shoes,Clothing,15958,0,15958,True,30
Classic Dresses Max,Dresses,Clothing,228,0,228,True,25
Elite Headphones Lite,Headphones,Electronics,1326,40,796,False,0
Sofas 2260,Sofas,Furniture,11020,50,5510,True,500
Max Shirts Plus,Shirts,Clothing,71491,25,53618,True,1
Classic Shirts 2024,Shirts,Clothing,5063,0,5063,True,7
Smartwatches 9530,Smartwatches,Electronics,1913,10,1722,True,200
Sports Equipment 1371,Sports Equipment,"Sports, Toys & Others",3885,30,2720,True,7
Style Tablets 2024,Tablets,Electronics,29435,35,19133,False,0
Trendy Shoes Collection,Shoes,Clothing,2128,0,2128,True,12
Activewear 1351,Activewear,Clothing,1743,0,1743,True,60
Ultra Sarees X,Sarees,Clothing,2631,30,1842,True,4
Skincare 4806,Skincare,Beauty & Personal Care,1427,10,1284,True,300
Dresses 9513,Dresses,Clothing,5779,5,5490,True,50
Trendy Home Decor 3000,Home Decor,Home & Kitchen,40728,0,40728,True,5
Super Smartphones 3000,Smartphones,Electronics,7499,20,5999,True,30
Style Smartphones Collection,Smartphones,Electronics,3549,40,2129,True,8
